0	0.106666667
10	0.32
20	0.32
30	0.32
40	0.32
50	0.32
60	0.32
70	0.32
80	0.32
90	0.32
100	0.32
110	0.32
120	0.32
130	0.32
140	0.32
150	0.32
160	0.32
170	0.32
180	0.32
190	0.32
200	0.32
210	0.304761905
220	0.290909091
230	0.27826087
240	0.266666667
250	0.256
260	0.246153846
270	0.237037037
280	0.228571429
290	0.220689655
300	0.213333333
310	0.206451613
320	0.2
330	0.193939394
340	0.188235294
350	0.182857143
360	0.177777778
370	0.172972973
380	0.168421053
390	0.164102564
400	0.16
410	0.156097561
420	0.152380952
430	0.148837209
440	0.145454545
450	0.142222222
460	0.139130435
470	0.136170213
480	0.133333333
490	0.130612245
500	0.128
510	0.125490196
520	0.123076923
530	0.120754717
540	0.118518519
550	0.116363636
560	0.114285714
570	0.112280702
580	0.110344828
590	0.108474576
600	0.106666667
610	0.104918033
620	0.103225806
630	0.101587302
640	0.1
650	0.098461538
660	0.096969697
670	0.095522388
680	0.094117647
690	0.092753623
700	0.091428571
710	0.090140845
720	0.088888889
730	0.087671233
740	0.086486486
750	0.085333333
760	0.084210526
770	0.083116883
780	0.082051282
790	0.081012658
800	0.08
810	0.079012346
820	0.07804878
830	0.077108434
840	0.076190476
850	0.075294118
860	0.074418605
870	0.073563218
880	0.072727273
890	0.071910112
900	0.071111111
910	0.07032967
920	0.069565217
930	0.068817204
940	0.068085106
950	0.067368421
960	0.066666667
970	0.065979381
980	0.065306122
990	0.064646465
1000	0.064
1010	0.063366337
1020	0.062745098
1030	0.062135922
1040	0.061538462
1050	0.060952381
1060	0.060377358
1070	0.059813084
1080	0.059259259
1090	0.058715596
1100	0.058181818
1110	0.057657658
1120	0.057142857
1130	0.056637168
1140	0.056140351
1150	0.055652174
1160	0.055172414
1170	0.054700855
1180	0.054237288
1190	0.053781513
1200	0.053333333
1210	0.052892562
1220	0.052459016
1230	0.05203252
1240	0.051612903
1250	0.0512
1260	0.050793651
1270	0.050393701
1280	0.05
1290	0.049612403
1300	0.049230769
1310	0.048854962
1320	0.048484848
1330	0.048120301
1340	0.047761194
1350	0.047407407
1360	0.047058824
1370	0.046715328
1380	0.046376812
1390	0.046043165
1400	0.045714286
1410	0.045390071
1420	0.045070423
1430	0.044755245
1440	0.044444444
1450	0.044137931
1460	0.043835616
1470	0.043537415
1480	0.043243243
1490	0.04295302
1500	0.042666667
1510	0.042384106
1520	0.042105263
1530	0.041830065
1540	0.041558442
1550	0.041290323
1560	0.041025641
1570	0.040764331
1580	0.040506329
1590	0.040251572
1600	0.04
1610	0.039751553
1620	0.039506173
1630	0.039263804
1640	0.03902439
1650	0.038787879
1660	0.038554217
1670	0.038323353
1680	0.038095238
1690	0.037869822
1700	0.037647059
1710	0.037426901
1720	0.037209302
1730	0.03699422
1740	0.036781609
1750	0.036571429
1760	0.036363636
1770	0.036158192
1780	0.035955056
1790	0.03575419
1800	0.035555556
1810	0.035359116
1820	0.035164835
1830	0.034972678
1840	0.034782609
1850	0.034594595
1860	0.034408602
1870	0.034224599
1880	0.034042553
1890	0.033862434
1900	0.033684211
1910	0.033507853
1920	0.033333333
1930	0.033160622
1940	0.032989691
1950	0.032820513
1960	0.032653061
1970	0.03248731
1980	0.032323232
1990	0.032160804
2000	0.032
2500	0.048174992
2600	0.047566101
2700	0.046992066
2800	0.046449663
2900	0.045936071
3000	0.045448809
3100	0.044985688
3200	0.044544763
3300	0.044124304
3400	0.043722766
3500	0.043338759
3600	0.042971037
3700	0.042618471
3800	0.042280041
3900	0.04195482
4000	0.041641965
4100	0.041340707
4200	0.041050342
4300	0.040770223
4400	0.040499759
4500	0.040238404
4600	0.039985654
4700	0.039741044
4800	0.039504144
4900	0.039274554
5000	0.039051905
5100	0.038835851
5200	0.038626071
5300	0.038422265
5400	0.038224154
5500	0.038031476
5600	0.037843986
5700	0.037661454
5800	0.037483663
5900	0.037310412
6000	0.03714151
6100	0.036976776
6200	0.036816042
6300	0.036659147
6400	0.036505941
6500	0.03635628
6600	0.03621003
6700	0.036067062
6800	0.035927255
6900	0.035790494
7000	0.03565667
7100	0.035525678
7200	0.03539742
7300	0.035271803
7400	0.035148735
7500	0.035028133
7600	0.034909915
7700	0.034794002
7800	0.034680322
7900	0.034568803
8000	0.034459378
8100	0.034351981
8200	0.034246551
8300	0.034143028
8400	0.034041357
8500	0.033941481
8600	0.03384335
8700	0.033746912
8800	0.03365212
8900	0.033558927
9000	0.03346729
9100	0.033377164
9200	0.03328851
9300	0.033201287
9400	0.033115459
9500	0.033030987
9600	0.032947836
9700	0.032865974
9800	0.032785366
9900	0.032705982
10000	0.03262779
10100	0.032550762
10200	0.032474868
10300	0.032400081
10400	0.032326375
10500	0.032253725
10600	0.032182104
10700	0.03211149
10800	0.032041859
